RIN,PRIMARY_KEY,INCIDENT_DATE,LOCATION_DISTRICT,INCIDENT_REASON,REASON_FOR_FORCE,SUBJECT_ID,SUBJECT_GENDER,SUBJECT_RACE,SUBJECT_ROLE,SUBJECT_DESCRIPTION,REASON_FOR_FORCE,TYPE_OF_FORCE_USED1,TYPE_OF_FORCE_USED2,TYPE_OF_FORCE_USED3,TYPE_OF_FORCE_USED4,NUMBER_EC_CYCLES,SUBJECT_INJURY_TYPE,OFFICER_INJURY_TYPE,,OFFICER_YEARS_ON_FORCE,Y_COORDINATE,Y_COORDINATE,LOCATION_DISTRICT,LOCATION_FULL_STREET_ADDRESS_OR_INTERSECTION,LOCATION_CITY,LOCATION_STATE,LOCATION_LATITUDE,LOCATION_LONGITUDE
174604,20161781707,6/26/2016,GE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",458881482: 20161781707,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,2,3115379,10071145,9,305 E 8TH ST,Austin,TX,,
170168,201660012,1/6/2016,GE,OTHER,"IN CUSTODY, MAINTAINING CONTROL",288758492: 201660012,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand active aggression; expired code-empty hand defensive resistance,CED - DRIVE STUN-ENTER # CYCLES (use #shots field),,,,2,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,2,3115491,10070521,9,400 BLOCK E 6TH ST,Austin,TX,,
156646,2015541517,2/24/2015,FR,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,167510327: 2015541517,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 800 REG IV PATROL,3,3100341,10030899,5,9900 BLOCK S IH 35 SB,Austin,TX,,
165388,20152400004,8/28/2015,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459206923: 20152400004,M,Black,,,VERBAL RESISTANCE/AGGRESSION; OTHER,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,11,3115952,10070759,9,500 E 7TH ST,Austin,TX,,
160581,20151400014,5/20/2015,ID,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,317985145: 20151400014,F,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,,BAKER 800 NIGHT REG I PATROL,1,3124784,10087450,4,5100 BLOCK N IH 35 NB,Austin,TX,,
165926,20152480019,9/5/2015,AD,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459284296: 20152480019,M,White,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,ADAM 800 REG II PATROL,1,3102775,10150979,6,10101 W PARMER LN,Austin,TX,,
171250,2016420016,2/11/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459368410: 2016420016,M,White,,EDP/MENTALLY UNSTABLE,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 900 REG I NIGHTS,22,3115491,10070521,9,400 BLOCK E 6TH ST,Austin,TX,,
148200,20141580134,6/7/2014,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,459163495: 20141580134,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,18,3115491,10070521,,400 BLOCK E 6TH ST,Austin,TX,,
154519,20143600051,12/26/2014,GE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,167536143: 20143600051,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,,,,1,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,3,3116286,10070603,,600 E 7TH ST,Austin,TX,30.267363,-97.736643
152441,20142770147,10/4/2014,GE,VIEWED OFFENSE,"IN CUSTODY, MAINTAINING CONTROL",459201890: 20142770147,F,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 400 REG I PATROL,8,3115004,10070454,,223 E 6TH ST,Austin,TX,30.267431,-97.740596
144068,2014400178,2/9/2014,GE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459125347: 2014400178,M,Hispanic,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 800 REG I PATROL,4,3115043,10070649,,218 E 6TH ST,Austin,TX,30.267442,-97.740636
146866,20141280639,5/8/2014,ID,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459154565: 20141280639,M,Hispanic,JUV-ARRESTE,,PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,METRO TAC REGION 2,4,3131193,10089537,,1800 PATTON LN,Austin,TX,30.318499,-97.68814
157161,2015570047,2/26/2015,ID,TRAFFIC STOP,NECESSARY TO EFFECT ARREST / DETENTION,325321367: 2015570047,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,2,3125796,10093321,4,804 CAMINO LA COSTA,Austin,TX,,
157572,2015740154,3/15/2015,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,14877156: 2015740154,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,,GEORGE 600 REG I PATROL,8,3115491,10070521,9,400 E 6TH ST,Austin,TX,,
158289,2015740154,3/15/2015,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,14877156: 2015740154,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,PUBLIC INFORMATION OFFICE,16,3115491,10070521,9,400 E 6TH ST,Austin,TX,,
158666,20151010132,4/11/2015,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,255069703: 20151010132,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I PATROL,2,3115785,10070495,9,600 BLOCK NECHES ST,Austin,TX,,
159342,20151010132,4/11/2015,GE,VIEWED OFFENSE,NECESSARY TO DEFEND ANOTHER,255069703: 20151010132,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,8,3115785,10070495,9,600 BLOCK NECHES ST,Austin,TX,,
170878,2016320070,2/1/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,297029864: 2016320070,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,5,3115180,10070609,9,302 E 6TH ST,Austin,TX,,
170915,2016320070,2/1/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,297029864: 2016320070,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-other,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 1100 REG 1 NIGHTS,3,3115180,10070609,9,302 E 6TH ST,Austin,TX,,
171909,2016480301,2/17/2016,DA,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,373884945: 2016480301,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,9,3111727,10055165,3,701 WOODWARD ST,Austin,TX,,
171866,2016570056,2/26/2016,HE,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",135275197: 2016570056,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-verbal resistance/aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 800 REG III PATROL,4,3119484,10055306,3,2504 HUNTWICK DR,Austin,TX,,
172874,2016850077,3/25/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459385719: 2016850077,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,3,3115154,10070604,9,300 E 6TH ST,Austin,TX,,
172896,2016850077,3/25/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459385719: 2016850077,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I EVENING,2,3115154,10070604,9,300 E 6TH ST,Austin,TX,,
172945,2016850077,3/25/2016,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459385719: 2016850077,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I EVENING,3,3115154,10070604,9,300 E 6TH ST,Austin,TX,,
174426,20165024637,6/14/2016,FR,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,459414883: 20165024637,M,Hispanic,,,expired code-verbal resistance/aggression; expired code-empty hand active aggression,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,TACTICAL  INTEL UNIT,8,3103172,10033347,5,333 E SLAUGHTER LN,Austin,TX,,
176696,20163130046,11/8/2016,HE,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,317534022: 20163130046,F,Hispanic,,,expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,HENRY 800 REG III PATROL,0,3119618,10057838,3,1929 WILLOW CREEK DR,Austin,TX,,
171568,2016480301,2/17/2016,DA,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,373884945: 2016480301,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-empty hand defensive resistance,IMPACT MUNITION/RUBBER RND-ENTER # SHOTS,,,,2,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,6,3111727,10055165,3,701 WOODWARD ST,Austin,TX,,
171497,2016480301,2/17/2016,DA,TACTICAL OPERATION,NECESSARY TO EFFECT ARREST / DETENTION,373884945: 2016480301,M,Hispanic,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-passive resistance,CED - PRONGS-ENTER # CYCLES (use #shots field),,,,2,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,SWAT SPECIAL OPERATIONS,15,3111727,10055165,3,701 WOODWARD ST,Austin,TX,,
158655,20151010116,4/11/2015,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459264627: 20151010116,M,Asian,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I PATROL,4,3115841,10070419,9,500 BLOCK E 6TH ST,Austin,TX,,
158702,20151010116,4/11/2015,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,459264627: 20151010116,M,Asian,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 300 REG I PATROL,7,3115841,10070419,9,500 BLOCK E 6TH ST,Austin,TX,,
150741,20142360216,8/24/2014,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,10617816: 20142360216,M,Black,ARRESTED,,EMPTY HAND ACTIVE AGGRESSION; OTHER,CED - PRONGS MISSED-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,1,MINOR INJURY,MINOR INJURY,CHARLIE 700 REG III PATROL,4,3121798,10067890,,500 BLOCK ROBERT T MARTINEZ JR ST,Austin,TX,,
151081,20142410084,8/29/2014,FR,TRAFFIC STOP,"IN CUSTODY, MAINTAINING CONTROL",77463851: 20142410084,M,Black,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,FRANK 600 REG IV PATROL,6,3103770,10043205,,100 BLOCK E WILLIAM CANNON DR,Austin,TX,,
146108,20141030129,4/13/2014,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,87229735: 20141030129,M,Black,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 500 REG III PATROL,4,3128657,10070368,,3608 THOMPSON ST,Austin,TX,30.265895,-97.697509
146700,20141201816,4/30/2014,ID,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,459044780: 20141201816,M,Black,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,,,,4,NO COMPLAINT OF INJURY/PAIN,COMPLAINT OF INJURY/PAIN,IDA 200 REG I PATROL,5,3129997,10096983,,1030 NORWOOD PARK BLVD,Austin,TX,30.338618,-97.692566
152120,20142640757,9/21/2014,CH,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,119146542: 20142640757,M,Black,ARRESTED,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - DRIVE STUN-ENTER # SHOTS,,,,3,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,7,3127481,10078218,,3403 MANOR RD,Austin,TX,30.287932,-97.700727
157823,2015810311,3/22/2015,GE,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,305598495: 2015810311,M,Black,,,EMPTY HAND ACTIVE AGGRESSION,IMPACT WEAPON - BATON,,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,17,3115629,10070484,9,412 E 6TH ST,Austin,TX,,
159786,20151240020,5/4/2015,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",459271537: 20151240020,M,Black,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,EDWARD 700 REG II PATROL,1,3135167,10113340,7,11600 N IH 35 NB,Austin,TX,,
161321,20151510048,5/31/2015,ID,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",345047453: 20151510048,M,Black,,EDP/MENTALLY UNSTABLE,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,3,3133388,10091038,1,7227 E US 290 HWY SVRD EB,Austin,TX,,
167506,20152900635,10/17/2015,ID,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",458787642: 20152900635,F,Black,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,,IDA 100 REG I PATROL,7,3130514,10087448,1,1905 GASTON PLACE DR,Austin,TX,,
169427,20153450626,12/11/2015,ED,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",32244655: 20153450626,M,Black,,,EMPTY HAND ACTIVE AGGRESSION,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,,EDWARD 200 REG II PATROL,8,3124845,10108482,4,9600 GAMBELS QUAIL DR,Austin,TX,,
172949,2016880485,3/28/2016,CH,DISPATCHED CALL,"IN CUSTODY, MAINTAINING CONTROL",269354860: 2016880485,M,Black,,EDP/MENTALLY UNSTABLE,expired code-passive resistance; expired code-empty hand active aggression; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CHARLIE 100 REG III PATROL,14,3136581,10075175,1,5800 TECHNI CENTER DR,Austin,TX,,
173464,20161030592,4/12/2016,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,119146542: 20161030592,M,Black,,,expired code-verbal resistance/aggression; expired code-passive resistance; expired code-empty hand defensive resistance,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,IDA 200 REG I PATROL,6,3122413,10093232,4,6419 AIRPORT BLVD,Austin,TX,,
170619,2016260043,1/26/2016,ED,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,459366129: 2016260043,M,Black,,EDP/MENTALLY UNSTABLE,expired code-empty hand defensive resistance,OTHER,,,,,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,EDWARD 400 REG II PATROL,2,3129737,10107910,4,605 MASTERSON PASS,Austin,TX,,
174823,20162001906,7/18/2016,HE,DISPATCHED CALL,TO RESTRAIN FOR SUBJECTS SAFETY,459336076: 20162001906,M,Black,,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,expired code-passive resistance; expired code-other,IMPACT MUNITION/BEANBAG RND-ENTER # SHOTS,,,,1,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,CRIMINAL CONSPIRACY 1,11,3119729,10053927,3,2900 SUNRIDGE DR,Austin,TX,,
152025,20142620081,9/19/2014,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,458800890: 20142620081,M,White,VICTIM/ARRE,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,6,3115491,10070521,,400 BLOCK E 6TH ST,Austin,TX,,
152026,20142620081,9/19/2014,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,459197132: 20142620081,M,White,VICTIM/ARRE,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,6,3115491,10070521,,400 BLOCK E 6TH ST,Austin,TX,,
152027,20142620081,9/19/2014,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,459197134: 20142620081,M,White,VICTIM/ARRE,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND ACTIVE AGGRESSION,CHEMICAL AGENT - O C SPRAY,,,,,COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 600 REG I PATROL,6,3115491,10070521,,400 BLOCK E 6TH ST,Austin,TX,,
152540,20142810641,10/8/2014,BA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,305927478: 20142810641,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,0,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,BAKER 100 REG I PATROL,6,3109831,10070976,,1100 W CESAR CHAVEZ ST,Austin,TX,30.267899,-97.758223
150441,20142240271,8/12/2014,ID,VIEWED OFFENSE,NECESSARY TO EFFECT ARREST / DETENTION,73793930: 20142240271,M,White,ARRESTED,EDP/MENTALLY UNSTABLE,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS MISSED-ENTER # SHOTS,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,IDA 700 REG I PATROL,2,3129997,10096983,,1030 NORWOOD PARK BLVD,Austin,TX,30.338618,-97.692566
145651,2014820047,3/23/2014,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,459119219: 2014820047,F,White,ARRESTED,EDP/MENTALLY UNSTABLE; SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,PASSIVE RESISTANCE; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 700 REG I PATROL,12,3115542,10070511,,404 E 6TH ST,Austin,TX,30.267011,-97.739041
145959,2014950110,4/5/2014,DA,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,150536587: 2014950110,M,White,ARRESTED,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,MINOR INJURY; COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,DAVID 700 REG IV PATROL,0,3104749,10050449,,5002 HEDGEWOOD DR,Austin,TX,30.212858,-97.774342
156642,2015510647,2/20/2015,ID,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459120372: 2015510647,M,White,,,VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,1,MINOR INJURY,SERIOUS INJURY,IDA 100 REG I PATROL,17,3132058,10087522,1,2100 BLOCK WHELESS LN,Austin,TX,,
159284,20151140067,4/24/2015,GE,OTHER,NECESSARY TO EFFECT ARREST / DETENTION,459268703: 20151140067,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,OTHER,WEAPONLESS (PRESSURE POINTS/KICKS/HAND),,,,,NO COMPLAINT OF INJURY/PAIN,NO COMPLAINT OF INJURY/PAIN,GEORGE 500 REG I PATROL,2,3115491,10070521,9,400 E 6TH ST,Austin,TX,,
162565,20151730470,6/22/2015,FR,DISPATCHED CALL,NECESSARY TO EFFECT ARREST / DETENTION,459288620: 20151730470,M,White,,SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS,EMPTY HAND DEFENSIVE RESISTANCE,CED - PRONGS-ENTER # SHOTS,,,,1,MINOR INJURY,NO COMPLAINT OF INJURY/PAIN,FRANK 100 REG IV PATROL,4,3100711,10036282,2,200 BLOCK RALPH ABLANEDO DR,Austin,TX,,
